,datetime,WindSpeed,Sunshine,AirPressure,Radiation,AirTemperature,RelativeAirHumidity,SystemProduction,
0,01/01/2017 00:00,0.6,0,1003.8,-7.4,0.1,97,0,
1,01/01/2017 01:00,1.7,0,1003.5,-7.4,-0.2,98,0,
2,01/01/2017 02:00,0.6,0,1003.4,-6.7,-1.2,99,0,
3,01/01/2017 03:00,2.4,0,1003.3,-7.2,-1.3,99,0,
4,01/01/2017 04:00,4,0,1003.1,-6.3,3.6,67,0,
5,01/01/2017 05:00,1.4,0,1003.1,-6.8,1.5,74,0,
6,01/01/2017 06:00,1.4,0,1003.7,-7,0.4,79,0,
7,01/01/2017 07:00,1.3,0,1003.9,-7,-0.9,81,0,
8,01/01/2017 08:00,0.6,0,1004.3,-6.6,-1,77,0,
9,01/01/2017 09:00,0.6,0,1004.8,-6.5,-2,81,0,
10,01/01/2017 10:00,0.4,0,1005.2,-0.8,-1.9,80,0,
11,01/01/2017 11:00,1.1,46,1005.8,49.7,-0.2,74,215.8333,
12,01/01/2017 12:00,1.2,60,1006.1,138.7,1.8,72,831.6667,
13,01/01/2017 13:00,0.4,59,1006.1,121.6,2.7,66,349.5,
14,01/01/2017 14:00,4,55,1006.5,77,5,49,272,
15,01/01/2017 15:00,2.7,26,1007.6,33.1,4.8,48,130.2083,
16,01/01/2017 16:00,2.5,16,1008.5,-1.1,3.8,49,0,
17,01/01/2017 17:00,3.8,0,1009.1,-7,3.2,50,0,
18,01/01/2017 18:00,4.7,0,1010,-6.3,3.2,48,0,
19,01/01/2017 19:00,4.2,0,1011.2,-6.2,2.8,48,0,
20,01/01/2017 20:00,4.8,0,1012.2,-6,2.3,47,0,
21,01/01/2017 21:00,3.3,0,1012.7,-6.6,1.5,48,0,
22,01/01/2017 22:00,4,0,1013.1,-6.4,1.1,47,0,
23,01/01/2017 23:00,2.6,0,1013.4,-6.6,0.5,48,0,
24,02/01/2017 00:00,1.2,0,1013.6,-7.6,-2.1,61,0,
25,02/01/2017 01:00,1.1,0,1013.3,-7.3,-3,65,0,
26,02/01/2017 02:00,1,0,1013.3,-6.9,-3.1,66,0,
27,02/01/2017 03:00,0.7,0,1013.4,-6.8,-3.4,66,0,
28,02/01/2017 04:00,1.4,0,1013.2,-7.4,-3.4,62,0,
29,02/01/2017 05:00,0.6,0,1013.2,-7,-3.4,65,0,
30,02/01/2017 06:00,1.5,0,1012.8,-6.1,-2,58,0,
31,02/01/2017 07:00,1.1,0,1012.5,-6.1,-3,64,0,
32,02/01/2017 08:00,0.4,0,1012.2,-6.5,-3.3,67,0,
33,02/01/2017 09:00,1.3,0,1012.2,-5.8,-3,67,0,
34,02/01/2017 10:00,0.4,7,1012.3,6.4,-3,68,0,
35,02/01/2017 11:00,1,9,1012.3,40.1,-2.3,67,248.6667,
36,02/01/2017 12:00,1,60,1012.1,71.3,-1,59,1087.3334,
37,02/01/2017 13:00,1.5,60,1011.9,97.5,0.6,52,723,
38,02/01/2017 14:00,1.1,60,1011.7,80,0.2,51,131,
39,02/01/2017 15:00,1.6,60,1011.8,37,-0.2,50,51,
40,02/01/2017 16:00,2.2,17,1011.9,0.7,-1,51,0,
41,02/01/2017 17:00,1.4,0,1012,-6.1,-1.6,54,0,
42,02/01/2017 18:00,0.7,0,1012.2,-6.9,-3.6,66,0,
43,02/01/2017 19:00,1.5,0,1011.6,-6.8,-4.4,69,0,
44,02/01/2017 20:00,1.3,0,1011.6,-7,-4.4,70,0,
45,02/01/2017 21:00,1.4,0,1011.5,-6.9,-5.2,74,0,
46,02/01/2017 22:00,0.6,0,1011.2,-6.6,-5.3,76,0,
47,02/01/2017 23:00,0.7,0,1010.9,-6.1,-4.8,76,0,
48,03/01/2017 00:00,1.3,0,1009.9,-6,-4.2,76,0,
49,03/01/2017 01:00,1.9,0,1009.1,-6,-3.9,79,0,
50,03/01/2017 02:00,0.6,0,1008.4,-5.6,-3.7,80,0,
51,03/01/2017 03:00,0.7,0,1007.7,-5.8,-3.7,81,0,
52,03/01/2017 04:00,0.8,0,1006.9,-6.2,-3.6,80,0,
53,03/01/2017 05:00,1.6,0,1005.5,-6.9,-4,81,0,
54,03/01/2017 06:00,0.4,0,1004.5,-6.1,-4.5,84,0,
55,03/01/2017 07:00,0.1,0,1003.1,-6.1,-4.1,82,0,
56,03/01/2017 08:00,0.3,0,1001.4,-6.4,-3.6,80,0,
57,03/01/2017 09:00,0.5,0,1000.1,-5.5,-3.3,81,0,
58,03/01/2017 10:00,0.7,0,998.4,-1.3,-3.2,82,0,
59,03/01/2017 11:00,1.5,0,996.1,10.2,-2.4,80,0,
60,03/01/2017 12:00,0.7,0,993.8,39.3,-2,78,592.1666,
61,03/01/2017 13:00,1.2,38,991.4,59.8,-1.5,79,638.8333,
62,03/01/2017 14:00,0.5,60,989.3,85.5,-0.8,79,253.8334,
63,03/01/2017 15:00,1.2,20,988.3,29.5,-1,78,33.3334,
64,03/01/2017 16:00,0.8,4,987.7,-0.6,-2.1,84,0,
65,03/01/2017 17:00,1.3,0,987,-6.4,-2.4,84,0,
66,03/01/2017 18:00,0.3,0,986.9,-7.2,-3.1,88,0,
67,03/01/2017 19:00,4.2,0,986.5,-6.2,1.8,74,0,
68,03/01/2017 20:00,0.7,0,986.7,-7.1,-1.7,73,0,
69,03/01/2017 21:00,1,0,986.7,-7.5,-2.4,71,0,
70,03/01/2017 22:00,1.8,0,986.4,-6.7,-2.2,70,0,
71,03/01/2017 23:00,2.2,0,986.9,-6.3,-2.1,69,0,
72,04/01/2017 00:00,3.1,0,986.9,-5.5,-1,63,0,
73,04/01/2017 01:00,2.1,0,987.7,-6.4,-1.8,64,0,
74,04/01/2017 02:00,4.2,0,989,-6.7,-1,62,0,
75,04/01/2017 03:00,4.2,0,990.9,-6.4,-0.9,65,0,
76,04/01/2017 04:00,5.3,0,993.2,-6,-0.7,65,0,
77,04/01/2017 05:00,4.7,0,995.5,-6.2,-1.1,62,0,
78,04/01/2017 06:00,2,0,997.4,-6.3,-1.8,65,0,
79,04/01/2017 07:00,5.8,0,998.6,-6,-1.5,66,0,
80,04/01/2017 08:00,4.8,0,1000.9,-5.8,-1,64,0,
81,04/01/2017 09:00,5.5,0,1002.2,-5.1,-0.6,54,0,
82,04/01/2017 10:00,8.8,0,1003.5,0.7,-1.2,42,0,
83,04/01/2017 11:00,8.9,29,1004.7,37.6,-1.8,44,0,
84,04/01/2017 12:00,7.4,42,1006.1,75.5,-2.1,45,128.9166,
85,04/01/2017 13:00,7.2,1,1007.9,33.7,-2.5,47,101.5,
86,04/01/2017 14:00,7.8,0,1009.8,21.8,-3,60,18,
87,04/01/2017 15:00,7.8,0,1011.4,15.7,-3.6,64,0,
88,04/01/2017 16:00,6.1,0,1013.5,-0.5,-4,60,0,
89,04/01/2017 17:00,6.4,0,1014.9,-5.3,-4,62,0,
90,04/01/2017 18:00,7.3,0,1016.8,-5.6,-4.5,68,0,
91,04/01/2017 19:00,5.2,0,1018.5,-5.5,-5.2,81,0,
92,04/01/2017 20:00,4.7,0,1020.4,-5.1,-5.5,76,0,
93,04/01/2017 21:00,4.8,0,1022.2,-5,-5.6,73,0,
94,04/01/2017 22:00,4.7,0,1023.9,-4.8,-6.2,72,0,
95,04/01/2017 23:00,1.9,0,1025.5,-5.9,-7.1,72,0,
96,05/01/2017 00:00,2.9,0,1026.9,-5.9,-7.7,71,0,
97,05/01/2017 01:00,2.7,0,1028.2,-6.2,-8.2,71,0,
98,05/01/2017 02:00,1,0,1029.2,-6.7,-9.2,73,0,
99,05/01/2017 03:00,1.2,0,1030.4,-6.6,-9.8,76,0,
100,05/01/2017 04:00,2.5,0,1031,-6.9,-10,74,0,
101,05/01/2017 05:00,2.2,0,1032.4,-6.5,-10,71,0,
102,05/01/2017 06:00,1.3,0,1033.1,-6.2,-10.6,75,0,
103,05/01/2017 07:00,0.8,0,1034,-5.9,-11.5,80,0,
104,05/01/2017 08:00,1.5,0,1034.7,-6.2,-11.8,80,0,
105,05/01/2017 09:00,2.4,0,1035.2,-6.7,-12.1,79,0,
106,05/01/2017 10:00,2.3,26,1036,8.6,-11.4,76,0,
107,05/01/2017 11:00,2.1,60,1036.6,56.1,-10.1,72,0,
108,05/01/2017 12:00,0.4,60,1036.7,96.8,-9.5,71,353.1667,
109,05/01/2017 13:00,1.2,60,1036.9,106.7,-7.8,66,236.5,
110,05/01/2017 14:00,1.3,39,1037.4,65.9,-8.4,70,0,
111,05/01/2017 15:00,1.6,33,1037.9,22.3,-8.5,76,0,
112,05/01/2017 16:00,1.6,3,1038,0.6,-8.9,74,0,
113,05/01/2017 17:00,0.6,0,1038.1,-6.1,-10.1,81,0,
114,05/01/2017 18:00,1.9,0,1038.3,-6.6,-10.8,83,0,
115,05/01/2017 19:00,0.3,0,1038.6,-6.7,-10.4,82,0,
116,05/01/2017 20:00,1.8,0,1038.5,-6.4,-10.9,83,0,
117,05/01/2017 21:00,1.5,0,1038.7,-6.4,-11.1,83,0,
118,05/01/2017 22:00,2,0,1038.9,-5.8,-10.8,83,0,
119,05/01/2017 23:00,1.4,0,1038.5,-5.6,-10.6,81,0,
120,06/01/2017 00:00,1.9,0,1038.3,-6.5,-11,83,0,
121,06/01/2017 01:00,2.2,0,1037.8,-6,-11.6,85,0,
122,06/01/2017 02:00,2.2,0,1037.3,-5.7,-11.4,85,0,
123,06/01/2017 03:00,2.4,0,1036.5,-5.8,-11.6,85,0,
124,06/01/2017 04:00,1.5,0,1036.4,-5.8,-11.9,85,0,
125,06/01/2017 05:00,1.8,0,1036,-5.8,-12.2,85,0,
126,06/01/2017 06:00,1.2,0,1035.7,-5.9,-12.4,84,0,
127,06/01/2017 07:00,1.1,0,1035,-5.5,-11,84,0,
128,06/01/2017 08:00,0.5,0,1034.5,-5.5,-10.6,90,0,
129,06/01/2017 09:00,1.3,0,1033.9,-5.2,-10,89,0,
130,06/01/2017 10:00,0.7,0,1033.6,5,-9.2,86,0,
131,06/01/2017 11:00,1.2,0,1032.7,16.1,-6.2,86,0,
132,06/01/2017 12:00,1.7,0,1031.9,16.2,-5,86,0,
133,06/01/2017 13:00,2.4,0,1030.8,21,-4.5,89,0,
134,06/01/2017 14:00,2.6,0,1030.1,15.1,-4.2,93,0,
135,06/01/2017 15:00,5,0,1028.7,1.9,-2,94,0,
136,06/01/2017 16:00,3.1,0,1028,-1.9,-1.7,93,0,
137,06/01/2017 17:00,3.9,0,1027,-4.5,-1.3,94,0,
138,06/01/2017 18:00,3.8,0,1025.5,-4.5,-0.9,95,0,
139,06/01/2017 19:00,3.3,0,1024.4,-5,-0.4,97,0,
140,06/01/2017 20:00,4.4,0,1022.6,-5,0.5,98,0,
141,06/01/2017 21:00,5,0,1021.2,-4.4,1.4,96,0,
142,06/01/2017 22:00,4.9,0,1020.1,-4.7,2.1,93,0,
143,06/01/2017 23:00,4.4,0,1019.5,-4.5,2.5,90,0,
144,07/01/2017 00:00,3.7,0,1019.1,-4.4,2.7,89,0,
145,07/01/2017 01:00,3.7,0,1018.3,-4.6,2.8,90,0,
146,07/01/2017 02:00,3.6,0,1017.4,-4.8,2.9,90,0,
147,07/01/2017 03:00,2.8,0,1016.7,-5.1,2.9,93,0,
148,07/01/2017 04:00,0.7,0,1016.3,-5.9,2.1,94,0,
149,07/01/2017 05:00,0.5,0,1016.5,-7.1,1.1,96,0,
150,07/01/2017 06:00,0.9,0,1016.6,-6.6,0.8,97,0,
151,07/01/2017 07:00,2.9,0,1017,-6.2,0.6,97,0,
152,07/01/2017 08:00,3.7,0,1017.9,-6.4,0.5,97,0,
153,07/01/2017 09:00,1.8,0,1019.6,-6.3,-0.7,96,0,
154,07/01/2017 10:00,1.8,0,1020.4,2.9,0.1,92,0,
155,07/01/2017 11:00,2.6,0,1021.2,33.4,0.9,83,218.5,
156,07/01/2017 12:00,1,0,1022,60,0.7,85,830.1667,
157,07/01/2017 13:00,0.4,60,1022.5,97.1,1.5,82,1095.1666,
158,07/01/2017 14:00,1.1,60,1022.8,86.6,1.3,82,471.5,
159,07/01/2017 15:00,1.4,30,1023.3,40.6,0.6,84,179.3333,
160,07/01/2017 16:00,0.6,0,1023.8,-0.5,-0.8,90,0,
161,07/01/2017 17:00,1.6,0,1024.6,-6.9,-2,88,0,
162,07/01/2017 18:00,1.5,0,1025.5,-7.1,-2.6,92,0,
163,07/01/2017 19:00,1.1,0,1025.7,-6.7,-2.9,91,0,
164,07/01/2017 20:00,1.2,0,1026.2,-7.2,-3.2,92,0,
165,07/01/2017 21:00,1.2,0,1026.5,-6.7,-3.2,91,0,
166,07/01/2017 22:00,0.6,0,1026.8,-4.6,-4.6,92,0,
167,07/01/2017 23:00,1.3,0,1027.1,-6.4,-4.4,92,0,
168,08/01/2017 00:00,1.4,0,1026.9,-6.2,-4.3,90,0,
169,08/01/2017 01:00,1.6,0,1027,-7.1,-5.1,92,0,
170,08/01/2017 02:00,1.6,0,1026.4,-7.1,-5.6,92,0,
171,08/01/2017 03:00,0.8,0,1026.2,-6.3,-6.7,94,0,
172,08/01/2017 04:00,0.9,0,1025.7,-5.7,-6,92,0,
173,08/01/2017 05:00,1,0,1025,-5,-5,95,0,
174,08/01/2017 06:00,0.9,0,1024.8,-4.6,-4.6,96,0,
175,08/01/2017 07:00,0.5,0,1024.3,-5.1,-3.9,98,0,
176,08/01/2017 08:00,1.1,0,1024.1,-4.6,-3.6,97,0,
177,08/01/2017 09:00,0.8,0,1023.9,-4.8,-3.4,98,0,
178,08/01/2017 10:00,0.8,0,1023.4,-1.7,-2.9,97,0,
179,08/01/2017 11:00,1.2,0,1023,7.7,-2.9,98,141.8333,
180,08/01/2017 12:00,0.8,0,1023.2,22.7,-2.7,98,699.8334,
181,08/01/2017 13:00,0.5,0,1022.7,52.1,-2,98,1384.1667,
182,08/01/2017 14:00,0.9,0,1021.9,53.4,-1.9,96,432,
183,08/01/2017 15:00,0.9,0,1021.4,19.2,-1.8,96,106.4999,
184,08/01/2017 16:00,1.1,0,1021.5,-1.8,-1.7,96,0,
185,08/01/2017 17:00,0.4,0,1021.2,-6.4,-2,94,0,
186,08/01/2017 18:00,1.2,0,1020.9,-6.9,-2.4,94,0,
187,08/01/2017 19:00,0.7,0,1020.7,-6.4,-2.6,96,0,
188,08/01/2017 20:00,0.8,0,1020.1,-6.4,-2.8,96,0,
189,08/01/2017 21:00,0.6,0,1019.9,-6,-2.6,97,0,
190,08/01/2017 22:00,0.1,0,1019.9,-6,-2.4,97,0,
191,08/01/2017 23:00,1.6,0,1019.5,-5.4,-2.2,98,0,
192,09/01/2017 00:00,1.1,0,1019.6,-5.8,-2.6,97,0,
193,09/01/2017 01:00,0.7,0,1019.5,-6.3,-2.6,97,0,
194,09/01/2017 02:00,1.8,0,1019.4,-6.4,-2.7,95,0,
195,09/01/2017 03:00,2.5,0,1018.4,-5.8,-1.9,94,0,
196,09/01/2017 04:00,1.6,0,1017.6,-5.8,-2.4,94,0,
197,09/01/2017 05:00,0.5,0,1017.1,-6.7,-2.7,96,0,
198,09/01/2017 06:00,0.9,0,1016.5,-6.2,-2.6,96,0,
199,09/01/2017 07:00,0.4,0,1015.6,-5.3,-1.8,95,0,
200,09/01/2017 08:00,1.1,0,1015,-5.8,-1.3,96,0,
201,09/01/2017 09:00,0.7,0,1014.5,-5.1,-0.4,98,0,
202,09/01/2017 10:00,1.5,0,1013.8,-0.6,-0.4,98,0,
203,09/01/2017 11:00,0.9,0,1013.4,8.7,-0.1,99,79.5,
204,09/01/2017 12:00,1.1,0,1012.5,16.1,0.2,99,163.8333,
205,09/01/2017 13:00,0.9,0,1011.7,20.9,0.3,99,207.5,
206,09/01/2017 14:00,0.6,0,1010.7,15.7,0.6,99,112.5001,
207,09/01/2017 15:00,1.2,0,1009.8,3.2,1.2,99,31.5,
208,09/01/2017 16:00,0.6,0,1009.5,-3.3,1.6,99,0,
209,09/01/2017 17:00,1.8,0,1008.9,-5,2.1,99,0,
210,09/01/2017 18:00,0.6,0,1007.7,-5.4,2.4,99,0,
211,09/01/2017 19:00,1.3,0,1007.2,-5.8,2.6,99,0,
212,09/01/2017 20:00,3.1,0,1006.7,-6.2,3.8,99,0,
213,09/01/2017 21:00,4.6,0,1006.1,-5.3,4.5,100,0,
214,09/01/2017 22:00,5.3,0,1005.9,-4.5,4.3,99,0,
215,09/01/2017 23:00,4.5,0,1005.4,-4.7,4.1,98,0,
216,10/01/2017 00:00,4.6,0,1005.1,-4.9,3.9,97,0,
217,10/01/2017 01:00,4.2,0,1004.6,-5,3.8,97,0,
218,10/01/2017 02:00,3.9,0,1004.4,-4.7,3.5,96,0,
219,10/01/2017 03:00,4,0,1004.1,-4.9,3.2,95,0,
220,10/01/2017 04:00,3.7,0,1003.8,-4.7,2.8,96,0,
221,10/01/2017 05:00,3.7,0,1003.5,-4.8,2.4,96,0,
222,10/01/2017 06:00,4.1,0,1003.3,-4.8,2.1,96,0,
223,10/01/2017 07:00,3.8,0,1003.3,-4.6,2,96,0,
224,10/01/2017 08:00,3,0,1003.5,-4.8,1.9,96,0,
225,10/01/2017 09:00,2.9,0,1003.6,-4.8,1.7,96,0,
226,10/01/2017 10:00,2.7,0,1003.3,-1.9,1.6,95,0,
227,10/01/2017 11:00,4.4,0,1003.2,23,1.7,94,660.4999,
228,10/01/2017 12:00,4.3,0,1002.8,16.1,1.6,94,397.1667,
229,10/01/2017 13:00,3.8,0,1002.1,14,1.5,95,296.1667,
230,10/01/2017 14:00,3.2,0,1001.5,6.1,1.4,95,162.6667,
231,10/01/2017 15:00,3.8,0,1001.1,-1.1,1.3,95,11.5,
232,10/01/2017 16:00,3.2,0,1000.7,-3.5,1.6,96,0,
233,10/01/2017 17:00,3,0,1000,-3.7,2.1,96,0,
234,10/01/2017 18:00,3.7,0,999.7,-3.9,2.9,97,0,
235,10/01/2017 19:00,3,0,999.4,-4.8,3.1,97,0,
236,10/01/2017 20:00,3.4,0,998.8,-5.2,3.5,94,0,
237,10/01/2017 21:00,4.9,0,997.9,-5.1,3.8,94,0,
238,10/01/2017 22:00,6.1,0,996.8,-4.7,3.6,94,0,
239,10/01/2017 23:00,6.1,0,995.2,-4.4,3.8,96,0,
240,11/01/2017 00:00,6.4,0,994.4,-4.1,4.7,96,0,
241,11/01/2017 01:00,5.7,0,993.1,-4.6,4.9,96,0,
242,11/01/2017 02:00,5.7,0,991.7,-4.6,5.2,89,0,
243,11/01/2017 03:00,6.5,0,990.4,-4.7,5.3,88,0,
244,11/01/2017 04:00,4.8,0,989.4,-4.8,5.2,91,0,
245,11/01/2017 05:00,5.5,0,987.5,-4.4,5.2,89,0,
246,11/01/2017 06:00,7.3,0,985.5,-4.3,5,89,0,
247,11/01/2017 07:00,6.6,0,983.6,-4.5,4.6,92,0,
248,11/01/2017 08:00,7.9,0,981.4,-3.7,4.1,92,0,
249,11/01/2017 09:00,8.5,0,979.2,-3.7,3.6,91,0,
250,11/01/2017 10:00,4.2,0,977.1,-2.3,2.6,93,0,
251,11/01/2017 11:00,3.8,0,974.5,3.6,1.6,93,0,
252,11/01/2017 12:00,4,0,971.5,17.5,1.6,92,0,
253,11/01/2017 13:00,3.2,0,969.2,10.1,1.5,93,65.5,
254,11/01/2017 14:00,3.6,0,967.6,8.7,2.5,94,178.3334,
255,11/01/2017 15:00,3.4,0,966.3,1.4,2.5,92,0,
256,11/01/2017 16:00,3.5,0,965.9,-3,1.8,92,0,
257,11/01/2017 17:00,3,0,966.2,-5.3,1.7,94,0,
258,11/01/2017 18:00,2.5,0,966.9,-6,2.1,88,0,
259,11/01/2017 19:00,1.7,0,968,-6.5,1.3,94,0,
260,11/01/2017 20:00,1.8,0,969,-6,2.1,87,0,
261,11/01/2017 21:00,0.8,0,970.3,-6.7,0.9,95,0,
262,11/01/2017 22:00,1.4,0,971.4,-6.1,0.9,96,0,
263,11/01/2017 23:00,3.3,0,972.3,-5.6,2.5,74,0,
264,12/01/2017 00:00,2.2,0,973.7,-5.8,2,74,0,
265,12/01/2017 01:00,2.9,0,974.5,-6.1,2.1,72,0,
266,12/01/2017 02:00,3.7,0,974.7,-6.6,1.6,71,0,
267,12/01/2017 03:00,4,0,974.7,-6.6,0.6,77,0,
268,12/01/2017 04:00,3.7,0,975.2,-6.6,0.5,73,0,
269,12/01/2017 05:00,2.1,0,975,-6.4,0.4,77,0,
270,12/01/2017 06:00,1.1,0,974.6,-6.2,0.2,80,0,
271,12/01/2017 07:00,1.8,0,974.3,-6.4,0.3,82,0,
272,12/01/2017 08:00,1.3,0,974.9,-6.7,0.2,85,0,
273,12/01/2017 09:00,2.2,0,975.5,-6,0.3,84,0,
274,12/01/2017 10:00,0.8,0,975.9,3.9,-0.2,89,0,
275,12/01/2017 11:00,1.2,0,976,29.4,0.5,82,113,
276,12/01/2017 12:00,1.6,0,976.7,51.5,0.9,80,368.5,
277,12/01/2017 13:00,1.8,0,976.5,58,1.3,79,429,
278,12/01/2017 14:00,1.8,25,976.7,93.8,2.2,76,414.3333,
279,12/01/2017 15:00,3.3,0,976.9,13,1.9,78,38.8333,
280,12/01/2017 16:00,1.8,22,977.1,1.7,2.1,75,0,
281,12/01/2017 17:00,1.6,0,977.5,-6.2,0.9,78,0,
282,12/01/2017 18:00,1,0,977.7,-6.4,1,78,0,
283,12/01/2017 19:00,1.6,0,978.1,-7.2,0.8,77,0,
284,12/01/2017 20:00,2.7,0,978.4,-6,0.9,76,0,
285,12/01/2017 21:00,1.4,0,979.1,-5.7,0.9,75,0,
286,12/01/2017 22:00,3.8,0,979.6,-5.8,1.3,72,0,
287,12/01/2017 23:00,3.2,0,980.1,-5.7,1.6,68,0,
288,13/01/2017 00:00,2.2,0,980.4,-5.6,1.4,69,0,
289,13/01/2017 01:00,0.5,0,980.9,-6.3,0.2,75,0,
290,13/01/2017 02:00,0.8,0,981.7,-7.3,-1.2,81,0,
291,13/01/2017 03:00,2.2,0,982.4,-7.5,-1.2,80,0,
292,13/01/2017 04:00,0.2,0,982.7,-7,-1.8,79,0,
293,13/01/2017 05:00,1,0,983.3,-7.8,-2.6,86,0,
294,13/01/2017 06:00,1.9,0,983.9,-7.7,-3.1,87,0,
295,13/01/2017 07:00,1.8,0,984.3,-7.3,-3.7,89,0,
296,13/01/2017 08:00,0.8,0,985.3,-7.6,-4.2,89,0,
297,13/01/2017 09:00,1.2,0,986.1,-6.2,-4.5,90,0,
298,13/01/2017 10:00,1.5,31,986.7,11.7,-4.3,89,0,
299,13/01/2017 11:00,2.4,60,987,64.1,-2.4,83,194.5001,
300,13/01/2017 12:00,1.3,60,987.3,111.5,-1,78,1342.6666,
301,13/01/2017 13:00,1.5,60,987.6,124,-0.7,79,1044.1666,
302,13/01/2017 14:00,0.2,60,988,103.6,-1,76,192.3333,
303,13/01/2017 15:00,1.3,60,988.2,56.2,-1.1,78,110.9999,
304,13/01/2017 16:00,0.6,33,988.7,6.7,-2.5,85,0,
305,13/01/2017 17:00,1.3,0,989.3,-6.7,-3.3,87,0,
306,13/01/2017 18:00,1.4,0,989.8,-7,-3.9,88,0,
307,13/01/2017 19:00,2.9,0,990.3,-7.3,-4.2,87,0,
308,13/01/2017 20:00,2.1,0,990.5,-7.1,-4.4,86,0,
309,13/01/2017 21:00,0.6,0,990.9,-7.3,-5.3,89,0,
310,13/01/2017 22:00,0.3,0,991.3,-6.5,-5.4,89,0,
311,13/01/2017 23:00,0.1,0,991.8,-6.4,-5.3,92,0,
312,14/01/2017 00:00,0.5,0,992.1,-6.9,-5.7,91,0,
313,14/01/2017 01:00,0.9,0,992.3,-6.9,-5.6,91,0,
314,14/01/2017 02:00,1.4,0,992.9,-7,-6.2,93,0,
315,14/01/2017 03:00,1,0,993.2,-6.9,-6.2,91,0,
316,14/01/2017 04:00,0.2,0,993.7,-7.1,-6.6,93,0,
317,14/01/2017 05:00,0.3,0,994.1,-6.7,-5.7,91,0,
318,14/01/2017 06:00,0.4,0,994.8,-6.3,-5.7,92,0,
319,14/01/2017 07:00,0.2,0,995.4,-5.6,-4.4,90,0,
320,14/01/2017 08:00,0.8,0,996.2,-5.7,-3.4,88,0,
321,14/01/2017 09:00,1.2,0,996.9,-5.4,-3,88,0,
322,14/01/2017 10:00,1.1,0,997.8,14.8,-2.1,85,128,
323,14/01/2017 11:00,0.7,0,998.6,37.3,-0.9,80,537.8333,
324,14/01/2017 12:00,4.3,0,999.2,60,0.3,66,917.6666,
325,14/01/2017 13:00,4.5,0,999.8,43.6,0.2,64,511.4999,
326,14/01/2017 14:00,5.3,0,1000.7,37.8,-0.1,66,258.8333,
327,14/01/2017 15:00,5.9,0,1001.7,36.4,-0.6,68,79.6667,
328,14/01/2017 16:00,5,0,1002.9,6.2,-0.7,66,10.3333,
329,14/01/2017 17:00,6.4,0,1003.9,-5.4,-1,58,0,
330,14/01/2017 18:00,3,0,1004.7,-6.2,-2.2,62,0,
331,14/01/2017 19:00,3.8,0,1005.5,-6.2,-1.9,57,0,
332,14/01/2017 20:00,2.5,0,1006.3,-7.1,-3,62,0,
333,14/01/2017 21:00,3.3,0,1007.1,-7.2,-3.1,60,0,
334,14/01/2017 22:00,3,0,1007.8,-7.3,-3.9,60,0,
335,14/01/2017 23:00,2.1,0,1008.7,-7,-3.6,57,0,
336,15/01/2017 00:00,4.5,0,1009.4,-7,-3.9,62,0,
337,15/01/2017 01:00,3,0,1010.1,-6.9,-4.5,64,0,
338,15/01/2017 02:00,1.8,0,1010.5,-7.2,-5.4,70,0,
339,15/01/2017 03:00,0.7,0,1011.5,-7,-6.2,73,0,
340,15/01/2017 04:00,1.3,0,1012.1,-6.8,-5.5,71,0,
341,15/01/2017 05:00,1.7,0,1012.5,-6.9,-5.4,70,0,
342,15/01/2017 06:00,1.7,0,1013.1,-7,-5,68,0,
343,15/01/2017 07:00,0.7,0,1013.9,-7.2,-5.5,68,0,
344,15/01/2017 08:00,1.1,0,1014.5,-6.9,-6.1,70,0,
345,15/01/2017 09:00,1.7,0,1015.6,-5.8,-6.2,71,0,
346,15/01/2017 10:00,0.9,38,1016.4,16.3,-5.8,70,0,
347,15/01/2017 11:00,1.2,60,1016.8,71.4,-4.1,67,0,
348,15/01/2017 12:00,0.8,60,1017.1,114.2,-2,56,1212.8333,
349,15/01/2017 13:00,0.8,60,1017.8,131,-1.1,53,1094,
350,15/01/2017 14:00,1.1,60,1018.3,112.4,-1.6,56,166.6667,
351,15/01/2017 15:00,1.9,60,1019.1,66,-1.2,48,115.3334,
352,15/01/2017 16:00,2.3,41,1019.5,13.1,-2.2,51,1,
353,15/01/2017 17:00,0.6,0,1020.4,-6.6,-3.8,60,0,
354,15/01/2017 18:00,1,0,1021.3,-7.1,-5,65,0,
355,15/01/2017 19:00,0.8,0,1021.9,-7.1,-5.6,71,0,
356,15/01/2017 20:00,1.3,0,1022.1,-7.3,-6.4,73,0,
357,15/01/2017 21:00,0.8,0,1022.8,-7.2,-6.1,74,0,
358,15/01/2017 22:00,1.2,0,1023.3,-7,-7.5,81,0,
359,15/01/2017 23:00,1,0,1023.8,-6.9,-7.3,81,0,
360,16/01/2017 00:00,0.6,0,1024.5,-6.6,-7.5,81,0,
361,16/01/2017 01:00,0.7,0,1024.8,-6.6,-8.5,83,0,
362,16/01/2017 02:00,0.8,0,1024.7,-6.6,-8.4,81,0,
363,16/01/2017 03:00,1.2,0,1025.6,-6.5,-7.9,81,0,
364,16/01/2017 04:00,0.8,0,1025.7,-6.2,-8,80,0,
365,16/01/2017 05:00,0.6,0,1025.6,-6,-7,81,0,
366,16/01/2017 06:00,1,0,1026,-6.8,-7.7,84,0,
367,16/01/2017 07:00,0.6,0,1026.4,-6.5,-7.3,83,0,
368,16/01/2017 08:00,0.8,0,1027,-6.9,-7,80,0,
